|                 Tasks                 |Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|  - virology                           |      1|none  |     0|acc     |↑  |0.3193|±  |0.0363|
| - social sciences                     |      2|none  |      |acc     |↑  |0.2496|±  |0.0078|
|  - econometrics                       |      1|none  |     0|acc     |↑  |0.2105|±  |0.0384|
|  - high_school_geography              |      1|none  |     0|acc     |↑  |0.2828|±  |0.0321|
|  - high_school_government_and_politics|      1|none  |     0|acc     |↑  |0.2280|±  |0.0303|
|  - high_school_macroeconomics         |      1|none  |     0|acc     |↑  |0.2128|±  |0.0208|
|  - high_school_microeconomics         |      1|none  |     0|acc     |↑  |0.2479|±  |0.0280|
|  - high_school_psychology             |      1|none  |     0|acc     |↑  |0.2550|±  |0.0187|
|  - human_sexuality                    |      1|none  |     0|acc     |↑  |0.2290|±  |0.0369|
|  - professional_psychology            |      1|none  |     0|acc     |↑  |0.2680|±  |0.0179|
|  - public_relations                   |      1|none  |     0|acc     |↑  |0.2636|±  |0.0422|
|  - security_studies                   |      1|none  |     0|acc     |↑  |0.2408|±  |0.0274|
|  - sociology                          |      1|none  |     0|acc     |↑  |0.2587|±  |0.0310|
|  - us_foreign_policy                  |      1|none  |     0|acc     |↑  |0.2900|±  |0.0456|
| - stem                                |      2|none  |      |acc     |↑  |0.2648|±  |0.0079|
|  - abstract_algebra                   |      1|none  |     0|acc     |↑  |0.2900|±  |0.0456|
|  - anatomy                            |      1|none  |     0|acc     |↑  |0.2963|±  |0.0394|
|  - astronomy                          |      1|none  |     0|acc     |↑  |0.2171|±  |0.0336|
|  - college_biology                    |      1|none  |     0|acc     |↑  |0.2639|±  |0.0369|
|  - college_chemistry                  |      1|none  |     0|acc     |↑  |0.2800|±  |0.0451|
|  - college_computer_science           |      1|none  |     0|acc     |↑  |0.2700|±  |0.0446|
|  - college_mathematics                |      1|none  |     0|acc     |↑  |0.2600|±  |0.0441|
|  - college_physics                    |      1|none  |     0|acc     |↑  |0.2549|±  |0.0434|
|  - computer_security                  |      1|none  |     0|acc     |↑  |0.3000|±  |0.0461|
|  - conceptual_physics                 |      1|none  |     0|acc     |↑  |0.2851|±  |0.0295|
|  - electrical_engineering             |      1|none  |     0|acc     |↑  |0.2690|±  |0.0370|
|  - elementary_mathematics             |      1|none  |     0|acc     |↑  |0.2381|±  |0.0219|
|  - high_school_biology                |      1|none  |     0|acc     |↑  |0.2581|±  |0.0249|
|  - high_school_chemistry              |      1|none  |     0|acc     |↑  |0.3054|±  |0.0324|
|  - high_school_computer_science       |      1|none  |     0|acc     |↑  |0.2400|±  |0.0429|
|  - high_school_mathematics            |      1|none  |     0|acc     |↑  |0.2593|±  |0.0267|
|  - high_school_physics                |      1|none  |     0|acc     |↑  |0.3311|±  |0.0384|
|  - high_school_statistics             |      1|none  |     0|acc     |↑  |0.2176|±  |0.0281|
|  - machine_learning                   |      1|none  |     0|acc     |↑  |0.2589|±  |0.0416|
|piqa                                   |      1|none  |     0|acc     |↑  |0.7568|±  |0.0100|
|                                       |       |none  |     0|acc_norm|↑  |0.7753|±  |0.0097|
|winogrande                             |      1|none  |     0|acc     |↑  |0.6693|±  |0.0132|

|      Groups      |Version|Filter|n-shot|Metric|   |Value |   |Stderr|
|------------------|------:|------|------|------|---|-----:|---|-----:|
|mmlu              |      2|none  |      |acc   |↑  |0.2671|±  |0.0037|
| - humanities     |      2|none  |      |acc   |↑  |0.2740|±  |0.0065|
| - other          |      2|none  |      |acc   |↑  |0.2762|±  |0.0080|
| - social sciences|      2|none  |      |acc   |↑  |0.2496|±  |0.0078|
| - stem           |      2|none  |      |acc   |↑  |0.2648|±  |0.0079|

Perplexity: 7.4408721923828125
